Student Id,Quiz,Midterm,Assignment_1,Assignment_2,Assignment_3,Project,Presentation,Final_Exam_Marks,Total,Grade,Categories,Grade_Enc,Category_Enc
279,5.5,15.0,4.98,4.291,4.5,9.17,9.13,39.0,91.571,A+,Exceptional,1,2
280,5.59,13.0,4.6,4.98,4.5,9.1,9.98,39.0,90.75,A+,Exceptional,1,2
281,5.5,15.0,4.97,4.97,4.91,9.1,9.18,39.0,92.63,A+,Exceptional,1,2
282,5.12,13.34,3.56,3.12,4.32,4.45,6.12,37.0,77.03,A-,Distinction,2,0
283,7.56,6.23,4.32,4.56,1.67,8.78,8.56,34.0,75.68,A-,Distinction,2,0
284,4.01,8.56,2.01,3.45,2.21,5.12,5.67,37.0,68.03,B,Distinction,3,0
285,7.5,15.0,4.5,4.2,4.5,9.1,9.74,39.0,93.54,A+,Exceptional,1,2
286,8.5,14.0,4.79,4.89,4.46,9.1,9.19,38.0,92.93,A+,Exceptional,1,2
287,6.5,15.0,4.5,4.2,4.5,9.1,9.91,39.0,92.71,A+,Exceptional,1,2
288,8.23,3.78,3.12,4.09,3.89,7.23,9.12,38.0,77.46,A-,Distinction,2,0
289,6.45,14.45,4.09,3.67,4.01,4.1,7.01,33.0,76.78,A-,Distinction,2,0
290,7.5,13.0,4.79,4.61,4.5,9.12,9.18,39.0,91.7,A+,Exceptional,1,2
291,5.5,15.0,4.69,4.2,4.67,9.1,9.11,38.0,90.27,A+,Exceptional,1,2
292,5.69,14.0,4.5,4.87,4.54,9.17,9.15,39.0,90.92,A+,Exceptional,1,2
293,4.89,5.34,2.98,4.01,1.1,9.89,6.56,31.0,65.77,B,Distinction,3,0
294,9.12,11.12,3.45,3.56,2.54,8.01,8.23,23.0,69.03,B,Distinction,3,0
295,5.43,4.01,4.01,4.45,3.34,5.43,5.23,25.0,56.9,C+,Pass,7,4
296,7.67,12.78,2.32,3.21,4.56,7.01,9.45,22.0,69.0,B,Distinction,3,0
297,4.56,6.89,3.78,4.12,1.78,6.34,7.34,28.0,62.81,B-,Pass,5,4
298,8.78,9.89,4.23,3.78,2.32,4.23,6.01,34.0,73.24,B+,Distinction,4,0
299,6.01,3.23,2.76,4.23,3.56,9.56,8.9,32.0,70.25,B+,Distinction,4,0
300,4.23,7.01,3.56,3.89,4.01,5.65,5.98,31.0,65.33,B,Distinction,3,0
301,6.78,7.89,3.45,2.45,4.23,8.56,6.78,34.0,74.14,B+,Distinction,4,0
302,4.56,5.12,2.76,3.12,3.67,7.23,7.89,33.0,67.35,B,Distinction,3,0
303,8.23,11.45,4.01,4.01,3.12,6.45,8.45,36.0,81.72,A,Excellent,0,1
304,7.12,9.67,3.12,1.89,4.01,9.78,5.56,35.0,76.15,A-,Distinction,2,0
305,5.34,4.23,2.32,2.34,3.56,5.67,9.23,23.0,55.69,C+,Pass,7,4
306,9.01,12.56,4.56,3.78,4.32,4.89,6.34,29.0,74.46,B+,Distinction,4,0
307,5.67,6.78,3.01,1.56,3.78,7.56,8.01,28.5,64.87,B-,Pass,5,4
308,8.9,14.23,2.89,4.23,4.45,6.01,5.45,30.0,76.16,A-,Distinction,2,0
309,4.76,5.43,4.23,2.67,3.89,4.32,7.12,31.0,63.42,B-,Pass,5,4
310,6.89,8.9,3.67,3.45,4.56,9.01,6.67,30.0,73.15,B+,Distinction,4,0
311,4.56,13.01,2.54,1.23,3.21,8.23,5.34,25.0,63.12,B-,Pass,5,4
312,7.12,6.01,4.12,2.98,4.01,5.12,8.9,28.0,66.26,B,Distinction,3,0
313,5.34,4.89,3.56,4.56,3.12,4.76,6.23,34.0,66.46,B,Distinction,3,0
314,8.9,10.34,2.43,1.78,4.09,7.89,7.89,36.0,79.32,A-,Distinction,2,0
315,6.01,7.12,4.32,2.1,3.23,6.34,5.45,38.0,72.57,B+,Distinction,4,0
316,4.76,13.56,2.1,3.56,4.65,9.45,9.01,29.0,76.09,A-,Distinction,2,0
317,7.56,5.45,2.98,4.27,3.98,5.56,6.56,6.0,42.36,D+,Fail,9,3
318,5.56,5.45,2.98,4.2,2.98,6.09,7.56,7.0,41.82,D+,Fail,9,3
319,6.56,5.45,2.56,4.29,2.98,5.56,7.56,6.0,40.96,D+,Fail,9,3
320,7.56,5.45,2.12,4.28,3.98,5.03,6.56,7.0,41.98,D+,Fail,9,3
321,6.56,5.45,3.98,4.26,2.98,5.56,7.56,5.0,41.35,D+,Fail,9,3
322,7.56,5.45,2.98,3.23,3.98,5.91,6.56,6.0,41.67,D+,Fail,9,3
323,7.6,6.45,3.98,3.8,3.9,5.78,6.56,6.0,44.07,D+,Fail,9,3
324,9.45,8.45,3.78,4.01,3.34,5.98,7.56,32.0,74.57,B+,Distinction,4,0
325,5.23,6.56,4.01,1.32,4.01,8.34,6.78,33.0,69.25,B,Distinction,3,0
326,7.56,14.12,2.98,2.89,3.98,6.78,5.01,31.0,74.32,B+,Distinction,4,0
327,4.12,3.67,3.23,3.01,4.21,4.56,8.45,36.0,67.25,B,Distinction,3,0
328,8.45,9.01,4.45,4.45,3.45,9.12,6.01,35.0,79.94,A-,Distinction,2,0
329,6.01,11.78,2.65,1.98,4.32,7.01,7.23,34.0,74.98,B+,Distinction,4,0
330,4.23,4.56,3.34,2.43,3.12,5.43,5.89,33.5,62.5,B-,Pass,5,4
331,9.12,12.23,4.56,3.67,4.78,8.9,9.56,36.0,88.82,A,Excellent,0,1
332,5.78,7.34,2.21,4.12,3.01,4.01,6.45,31.0,63.92,B-,Pass,5,4
333,7.67,5.78,3.89,1.45,4.89,6.67,8.34,33.0,71.69,B+,Distinction,4,0
334,4.45,10.45,4.23,2.76,3.9,8.12,5.12,35.0,74.03,B+,Distinction,4,0
335,8.56,3.45,2.87,3.23,4.32,4.45,7.67,32.0,66.55,B,Distinction,3,0
336,6.23,13.34,3.56,4.32,3.12,7.34,6.12,33.0,77.03,A-,Distinction,2,0
337,4.1,6.23,4.32,1.67,4.56,5.56,8.56,21.0,56.0,C+,Pass,7,4
338,9.56,8.56,2.01,2.21,3.45,9.56,5.67,29.0,70.02,B+,Distinction,4,0
339,5.89,3.78,3.12,3.89,4.09,6.23,9.12,26.0,62.12,B-,Pass,5,4
340,7.34,14.45,4.09,4.01,3.67,4.23,7.01,34.0,78.8,A-,Distinction,2,0
341,4.01,5.34,2.98,1.1,4.01,8.67,6.56,36.0,68.67,B,Distinction,3,0
342,8.78,11.12,3.45,2.54,3.56,7.45,8.23,34.0,79.13,A-,Distinction,2,0
343,6.67,4.01,4.01,3.34,4.45,4.98,5.23,36.0,68.69,B,Distinction,3,0
344,4.98,12.78,2.32,4.56,3.21,9.23,9.45,37.0,83.53,A,Excellent,0,1
345,9.67,6.89,3.78,1.78,4.12,5.89,7.34,35.0,74.47,B+,Distinction,4,0
346,5.45,9.89,4.23,2.32,3.78,7.78,6.01,33.0,72.46,B+,Distinction,4,0
347,7.23,3.23,2.76,3.56,4.23,4.1,8.9,31.0,65.01,B,Distinction,3,0
348,4.34,7.01,3.56,4.01,3.89,8.01,5.98,32.0,68.8,B,Distinction,3,0
349,7.23,3.45,4.23,2.45,3.67,7.89,8.76,34.0,71.68,B+,Distinction,4,0
350,5.98,12.78,2.32,4.56,3.21,9.23,8.45,36.0,82.53,A,Excellent,0,1
351,4.79,11.56,2.89,4.59,4.21,9.56,7.45,37.0,82.05,A,Excellent,0,1
352,3.98,12.77,3.32,4.56,3.65,9.23,9.45,38.0,84.96,A,Excellent,0,1
353,5.98,13.78,2.32,4.59,3.21,9.56,8.45,37.0,84.89,A,Excellent,0,1
354,4.91,12.78,2.56,4.56,4.21,9.23,9.45,36.0,83.7,A,Excellent,0,1
355,6.78,5.45,2.56,4.22,2.98,5.56,7.56,7.0,42.11,D+,Fail,9,3
356,7.23,5.09,2.12,4.28,3.98,5.03,6.56,9.0,43.29,D+,Fail,9,3
357,6.11,5.04,3.98,4.2,2.98,5.56,7.56,8.0,43.43,D+,Fail,9,3
358,7.09,5.23,2.98,3.23,3.98,5.91,5.56,7.0,40.98,D+,Fail,9,3
359,7.89,6.45,3.98,3.8,3.9,5.78,4.56,5.0,41.36,D+,Fail,9,3
360,4.98,14.72,2.32,4.6,3.56,9.89,7.45,37.0,84.52,A,Excellent,0,1
361,4.9,12.78,2.82,4.56,3.21,9.23,9.45,35.0,81.95,A,Excellent,0,1
362,4.98,12.7,2.32,4.72,3.91,9.7,8.45,37.0,83.78,A,Excellent,0,1
363,4.92,12.28,2.39,4.56,3.21,9.23,9.45,39.0,85.04,A,Excellent,0,1
364,4.98,12.78,2.32,4.79,3.66,9.39,7.45,37.0,82.37,A,Excellent,0,1
365,6.45,2.76,3.67,3.12,4.01,8.45,7.89,33.0,69.35,B,Distinction,3,0
366,4.78,4.01,3.12,4.01,3.45,5.67,6.45,35.0,66.49,B,Distinction,3,0
367,9.01,3.12,4.01,1.89,4.23,6.78,5.78,38.0,72.82,B+,Distinction,4,0
368,7.89,2.32,3.56,2.34,3.12,4.32,9.23,37.0,69.78,B,Distinction,3,0
369,6.78,4.56,4.32,3.78,4.32,9.01,6.34,34.0,73.11,B+,Distinction,4,0
370,4.56,3.01,3.78,1.56,3.56,7.12,8.01,30.0,61.6,B-,Pass,5,4
371,9.45,2.89,4.45,4.23,4.01,8.9,5.56,33.0,72.49,B+,Distinction,4,0
372,8.9,4.23,3.89,2.67,3.23,6.01,7.12,34.0,70.05,B+,Distinction,4,0
373,5.34,3.67,4.56,3.45,4.45,4.56,6.67,36.0,68.7,B,Distinction,3,0
374,7.12,2.54,3.21,1.23,3.89,9.12,5.34,38.0,70.45,B+,Distinction,4,0
375,6.01,4.12,4.01,2.98,4.56,5.98,8.9,34.0,70.56,B+,Distinction,4,0
376,4.76,3.56,3.12,4.56,3.78,7.34,6.23,31.0,64.35,B-,Pass,5,4
377,9.12,2.43,4.09,1.78,4.01,6.23,7.89,30.0,65.55,B,Distinction,3,0
378,5.56,6.45,2.98,2.23,2.98,6.56,6.56,7.0,40.32,D+,Fail,9,3
379,6.56,5.45,2.98,4.23,2.98,5.56,7.59,6.0,41.35,D+,Fail,9,3
380,7.89,6.45,4.98,1.23,2.9,5.56,6.67,7.0,42.68,D+,Fail,9,3
381,6.56,5.48,2.98,4.23,2.88,5.56,7.56,5.0,40.25,D+,Fail,9,3
382,7.56,5.45,2.98,4.23,2.03,5.56,6.09,8.0,41.9,D+,Fail,9,3
383,5.98,4.32,3.23,2.1,3.56,4.78,5.45,29.5,58.92,C+,Pass,7,4
384,7.34,2.1,4.65,3.56,4.12,9.45,9.01,33.0,73.23,B+,Distinction,4,0
385,4.32,3.78,3.34,4.01,3.34,5.34,7.56,36.0,67.69,B,Distinction,3,0
386,8.56,4.01,4.01,1.32,4.23,8.34,6.78,38.0,75.25,A-,Distinction,2,0
387,6.23,2.98,3.98,2.89,3.12,6.67,5.01,35.0,65.88,B,Distinction,3,0
388,4.89,3.23,4.21,3.01,4.56,4.23,8.45,30.0,62.58,B-,Pass,5,4
389,9.34,4.45,3.45,4.45,3.01,9.67,6.01,38.0,78.38,A-,Distinction,2,0
390,7.56,2.65,4.32,1.98,4.67,7.56,7.23,35.0,70.97,B+,Distinction,4,0
391,5.56,3.45,3.98,4.23,2.98,6.56,6.56,7.0,40.32,D+,Fail,9,3
392,6.03,5.45,2.98,4.23,2.98,5.56,7.56,6.0,40.79,D+,Fail,9,3
393,7.56,3.45,2.01,4.23,2.98,5.56,6.59,8.0,40.38,D+,Fail,9,3
394,6.56,5.45,2.98,4.23,2.98,5.5,7.56,5.0,40.26,D+,Fail,9,3
395,8.56,5.45,2.98,4.23,2.98,5.03,6.4,6.0,41.63,D+,Fail,9,3
396,6.67,3.34,3.12,2.43,3.56,6.12,5.89,36.0,67.13,B,Distinction,3,0
397,4.01,4.56,4.78,3.67,4.23,4.89,9.56,36.5,72.2,B+,Distinction,4,0
398,8.45,2.21,3.01,4.12,3.78,8.01,6.45,34.0,70.03,B+,Distinction,4,0
399,5.21,3.89,4.89,1.45,4.01,5.12,8.34,31.0,63.91,B-,Pass,5,4
400,7.67,4.23,3.9,2.76,3.23,7.23,5.12,23.0,57.14,C+,Pass,7,4
401,6.12,2.87,4.32,3.23,4.45,6.56,7.67,27.0,62.22,B-,Pass,5,4
402,4.45,3.56,3.12,4.32,3.89,4.01,6.12,28.0,57.47,C+,Pass,7,4
403,8.78,4.32,4.56,1.67,4.56,8.56,8.56,34.0,75.01,A-,Distinction,2,0
404,5.12,2.01,3.45,2.21,3.12,5.45,5.67,36.0,63.03,B-,Pass,5,4
405,7.23,3.12,4.09,3.89,4.01,7.78,9.12,38.0,77.24,A-,Distinction,2,0
406,4.1,4.09,3.67,4.01,3.34,6.34,7.01,36.0,68.56,B,Distinction,3,0
407,9.89,2.98,4.01,1.1,4.23,4.45,6.56,30.0,63.22,B-,Pass,5,4
408,8.01,3.45,3.56,2.54,3.45,9.23,8.23,30.5,68.97,B,Distinction,3,0
409,5.43,4.01,4.45,3.34,4.12,7.01,5.23,31.0,64.59,B-,Pass,5,4
410,7.01,2.32,3.21,4.56,3.67,5.89,9.45,35.0,71.11,B+,Distinction,4,0
411,6.34,3.78,4.12,1.78,4.23,8.67,7.34,38.0,74.26,B+,Distinction,4,0
412,4.23,4.23,3.78,2.32,3.56,6.45,6.01,39.0,69.58,B,Distinction,3,0
413,9.56,2.76,4.23,3.56,4.45,4.67,8.9,35.0,73.13,B+,Distinction,4,0
414,5.65,3.56,3.89,4.01,3.89,9.34,5.98,35.0,71.32,B+,Distinction,4,0
415,6.78,9.12,2.45,3.45,3.67,7.89,8.76,34.0,76.12,A-,Distinction,2,0
416,7.89,6.34,3.12,2.76,4.01,8.45,7.89,35.0,75.46,A-,Distinction,2,0
417,9.56,14.78,4.32,4.56,3.21,9.23,8.45,36.0,90.11,A+,Exceptional,1,2
418,4.98,14.56,3.89,4.78,4.21,9.56,9.45,39.0,90.43,A+,Exceptional,1,2
419,8.67,14.77,4.32,3.56,3.65,9.23,9.45,38.0,91.65,A+,Exceptional,1,2
420,9.98,13.78,4.32,4.59,3.21,9.56,8.45,37.0,90.89,A+,Exceptional,1,2
421,9.91,14.78,2.56,4.56,4.21,9.23,9.45,36.0,90.7,A+,Exceptional,1,2
422,8.45,12.45,4.01,4.01,3.45,5.67,6.45,28.0,72.49,B+,Distinction,4,0
423,5.56,10.67,1.89,3.12,4.23,6.78,5.78,30.0,68.03,B,Distinction,3,0
424,9.23,5.23,2.34,2.32,3.12,4.32,9.23,34.0,69.79,B,Distinction,3,0
425,6.34,13.56,3.78,4.56,4.32,9.01,6.34,33.0,80.91,A,Excellent,0,1
426,8.01,7.78,1.56,3.01,3.56,7.12,8.01,31.0,70.05,B+,Distinction,4,0
427,5.45,14.23,4.23,2.89,4.01,8.9,5.56,37.0,82.27,A,Excellent,0,1
428,7.12,6.56,2.67,4.23,3.23,6.01,7.12,36.0,72.94,B+,Distinction,4,0
429,6.67,9.9,3.45,3.67,4.45,4.56,6.67,30.0,69.37,B,Distinction,3,0
430,5.34,14.01,1.23,2.54,3.89,9.12,5.34,39.0,80.47,A,Excellent,0,1
431,8.9,7.01,2.98,4.12,4.56,5.98,8.9,37.0,79.45,A-,Distinction,2,0
432,6.23,5.89,4.56,3.56,3.78,7.34,6.23,34.0,71.59,B+,Distinction,4,0
433,7.89,11.34,1.78,2.43,4.01,6.23,7.89,37.0,78.57,A-,Distinction,2,0
434,5.45,8.12,2.1,4.32,3.56,4.78,5.45,30.0,63.78,B-,Pass,5,4
435,9.01,13.45,3.56,2.1,4.12,9.45,9.01,34.0,84.7,A,Excellent,0,1
436,7.56,9.45,4.01,3.78,3.34,5.34,7.56,36.0,77.04,A-,Distinction,2,0
437,6.78,7.56,1.32,4.01,4.23,8.34,6.78,37.0,76.02,A-,Distinction,2,0
438,5.01,14.12,2.89,2.98,3.12,6.67,5.01,30.0,69.8,B,Distinction,3,0
439,8.45,4.67,3.01,3.23,4.56,4.23,8.45,35.0,71.6,B+,Distinction,4,0
440,6.01,10.01,4.45,4.45,3.01,9.67,6.01,38.0,81.61,A,Excellent,0,1
441,7.23,12.78,1.98,2.65,4.67,7.56,7.23,36.0,80.1,A,Excellent,0,1
442,5.89,5.56,2.43,3.34,3.56,6.12,5.89,35.0,67.79,B,Distinction,3,0
443,9.56,13.23,3.67,4.56,4.23,4.89,9.56,33.0,82.7,A,Excellent,0,1
444,6.45,8.34,4.12,2.21,3.78,8.01,6.45,23.0,62.36,B-,Pass,5,4
445,8.34,6.78,1.45,3.89,4.01,5.12,8.34,29.0,66.93,B,Distinction,3,0
446,5.12,11.45,2.76,4.23,3.23,7.23,5.12,21.0,60.14,B-,Pass,5,4
447,7.67,4.45,3.23,2.87,4.45,6.56,7.67,28.0,64.9,B-,Pass,5,4
448,6.12,12.34,4.32,3.56,3.89,4.01,6.12,34.0,74.36,B+,Distinction,4,0
449,8.56,7.23,1.67,4.32,4.56,8.56,8.56,30.0,73.46,B+,Distinction,4,0
450,5.67,9.56,2.21,2.01,3.12,5.45,5.67,32.0,65.69,B,Distinction,3,0
451,9.12,4.78,3.89,3.12,4.01,7.78,9.12,33.0,74.82,B+,Distinction,4,0
452,7.01,13.45,4.01,4.09,3.34,6.34,7.01,32.0,77.25,A-,Distinction,2,0
453,6.56,6.34,1.1,2.98,4.23,4.45,6.56,34.0,66.22,B,Distinction,3,0
454,8.23,11.12,2.54,3.45,3.45,9.23,8.23,34.0,80.25,A,Excellent,0,1
455,5.23,5.01,3.34,4.01,4.12,7.01,5.23,39.0,72.95,B+,Distinction,4,0
456,9.45,14.78,4.56,2.32,3.67,5.89,9.45,35.0,85.12,A,Excellent,0,1
457,7.34,7.89,1.78,3.78,4.23,8.67,7.34,37.0,78.03,A-,Distinction,2,0
458,6.78,9.78,3.45,3.67,3.89,7.89,8.76,36.0,80.22,A,Excellent,0,1
459,7.78,10.78,3.45,3.63,2.87,7.89,8.7,37.0,82.1,A,Excellent,0,1
460,6.7,10.71,3.44,3.61,4.89,7.89,8.18,35.0,80.42,A,Excellent,0,1
461,6.72,10.78,3.46,3.57,2.77,7.89,8.76,37.0,80.95,A,Excellent,0,1
462,6.79,10.75,3.45,3.67,2.89,7.89,8.23,38.0,81.67,A,Excellent,0,1
463,6.78,10.78,3.47,3.67,3.67,7.89,8.49,36.0,80.75,A,Excellent,0,1
464,6.81,10.74,3.45,3.68,2.89,7.89,8.76,37.0,81.22,A,Excellent,0,1
465,6.77,10.78,3.48,3.69,2.59,7.89,8.59,39.0,82.79,A,Excellent,0,1
466,6.01,10.89,2.32,4.23,3.56,6.45,6.01,33.0,72.47,B+,Distinction,4,0
467,8.9,4.23,3.56,2.76,4.45,4.67,8.9,36.0,73.47,B+,Distinction,4,0
468,5.98,8.01,4.01,3.56,3.89,9.34,5.98,30.0,70.77,B+,Distinction,4,0
469,6.78,10.78,3.45,3.67,2.89,7.89,8.76,37.0,81.22,A,Excellent,0,1
470,7.89,5.34,2.76,4.01,3.67,6.45,7.89,35.0,73.01,B+,Distinction,4,0
471,8.45,12.01,4.01,3.45,4.12,8.01,6.45,36.0,82.5,A,Excellent,0,1
472,5.56,8.56,3.12,4.23,2.43,5.67,5.78,33.0,68.35,B,Distinction,3,0
473,9.23,7.23,2.32,3.12,3.56,9.12,9.23,34.0,77.81,A-,Distinction,2,0
474,6.34,11.45,4.56,4.32,4.01,7.23,6.34,31.0,75.25,A-,Distinction,2,0
475,8.01,13.78,3.01,3.56,2.1,6.78,8.01,35.0,80.25,A,Excellent,0,1
476,5.45,5.89,2.89,4.01,3.23,5.34,5.56,29.0,61.37,B-,Pass,5,4
477,7.12,9.34,4.23,3.23,4.45,8.45,7.12,37.0,80.94,A,Excellent,0,1
478,6.67,14.01,3.67,4.45,2.98,6.01,6.67,39.0,83.46,A,Excellent,0,1
479,5.34,6.67,2.54,3.89,3.78,7.56,5.34,32.0,67.12,B,Distinction,3,0
480,8.9,9.12,4.12,4.56,4.56,9.34,8.9,37.0,86.5,A,Excellent,0,1
481,6.23,5.56,3.56,3.78,2.32,5.78,6.23,25.0,58.46,C+,Pass,7,4
482,7.89,7.89,2.43,4.01,3.45,8.9,7.89,30.0,72.46,B+,Distinction,4,0
483,5.45,13.23,4.32,3.56,4.23,6.23,5.45,32.0,74.47,B+,Distinction,4,0
484,9.01,4.78,2.1,4.12,2.76,4.67,9.01,33.0,69.45,B,Distinction,3,0
485,7.56,10.34,3.78,3.34,3.01,7.12,7.56,38.0,80.71,A,Excellent,0,1
486,6.78,6.12,4.01,4.23,4.32,8.56,6.78,34.0,74.8,B+,Distinction,4,0
487,5.01,14.45,2.98,3.12,2.54,5.23,5.01,25.0,63.34,B-,Pass,5,4
488,8.45,7.01,3.23,4.56,3.12,9.01,8.45,39.0,82.83,A,Excellent,0,1
489,6.01,11.89,4.45,3.01,4.01,6.34,6.01,32.0,73.72,B+,Distinction,4,0
490,7.23,5.12,2.65,4.67,2.65,7.89,7.23,34.0,71.44,B+,Distinction,4,0
491,5.89,8.23,3.34,3.56,3.89,5.12,5.89,31.0,66.92,B,Distinction,3,0
492,9.56,12.56,4.56,4.23,4.01,8.34,9.56,39.0,91.82,A+,Exceptional,1,2
493,6.45,6.01,2.21,3.78,2.21,6.56,6.45,30.0,63.67,B-,Pass,5,4
494,8.34,9.45,3.89,4.01,3.34,4.89,8.34,29.0,71.26,B+,Distinction,4,0
495,5.12,13.12,4.23,3.23,4.23,7.67,5.12,28.0,70.72,B+,Distinction,4,0
496,7.67,4.56,2.87,4.45,2.87,9.45,7.67,34.0,73.54,B+,Distinction,4,0
497,6.12,8.9,3.56,3.89,3.56,5.45,6.12,33.0,70.6,B+,Distinction,4,0
498,8.56,6.45,4.32,4.56,4.32,8.78,8.56,27.0,72.55,B+,Distinction,4,0
499,5.67,11.01,2.01,3.12,2.01,6.12,5.67,29.0,64.61,B-,Pass,5,4
500,9.12,7.56,3.12,4.01,3.12,7.01,9.12,30.0,73.06,B+,Distinction,4,0
501,7.01,9.78,4.09,3.34,4.09,9.23,7.01,29.0,73.55,B+,Distinction,4,0
502,6.56,5.45,2.98,4.23,2.98,5.56,6.56,7.0,41.32,D+,Fail,9,3
503,8.23,12.34,3.45,3.45,3.45,8.23,8.23,33.0,80.38,A,Excellent,0,1
504,5.23,10.45,4.01,4.12,4.01,6.89,5.23,34.0,73.94,B+,Distinction,4,0
505,9.45,6.56,2.32,3.67,2.32,4.56,9.45,38.0,76.33,A-,Distinction,2,0
506,7.34,8.34,3.78,4.23,3.78,7.34,7.34,17.0,59.15,C+,Pass,7,4
507,6.01,14.23,4.23,3.56,4.23,9.56,6.01,29.0,76.83,A-,Distinction,2,0
508,5.5,15.0,4.5,4.2,4.5,9.1,9.11,39.0,90.91,A+,Exceptional,1,2
509,7.56,5.45,2.98,4.23,2.98,5.56,6.56,7.0,42.32,D+,Fail,9,3
510,6.56,6.45,2.98,4.23,2.98,5.56,6.56,6.0,41.32,D+,Fail,9,3
511,5.56,5.45,3.98,4.23,3.98,5.56,7.56,5.0,41.32,D+,Fail,9,3
512,5.56,5.67,3.98,4.79,3.98,5.56,6.56,6.0,42.1,D+,Fail,9,3
513,7.56,5.78,2.98,4.23,3.98,5.56,7.56,4.0,41.65,D+,Fail,9,3
514,5.56,5.45,2.98,4.23,2.98,6.56,6.56,7.0,41.32,D+,Fail,9,3
515,6.56,5.99,2.98,4.23,2.98,5.98,7.56,6.0,42.28,D+,Fail,9,3
516,7.56,5.45,2.98,4.23,2.98,5.56,6.56,7.0,42.32,D+,Fail,9,3
517,6.56,5.9,2.98,4.23,2.98,5.56,7.56,5.0,40.77,D+,Fail,9,3
518,7.56,5.45,2.98,4.23,2.98,5.56,6.56,6.0,41.32,D+,Fail,9,3
519,8.9,4.23,2.76,4.45,2.76,5.01,8.9,34.0,71.01,B+,Distinction,4,0
520,5.98,9.01,3.56,3.89,3.56,8.12,5.98,31.0,71.1,B+,Distinction,4,0
521,0.0,5.1176,3.91,3.98,3.5,8.73,9.17,20.8,55.19656373,C+,Pass,7,4
522,6.67,12.4706,4.69,4.87,3.5,8.75,9.01,33.4,83.34642157,A,Excellent,0,1
523,8.83,11.549,4.06,4.05,3.5,8.13,8.06,36.0,84.18151961,A,Excellent,0,1
524,3.67,3.902,4.71,4.74,3.83,9.5,9.43,19.4,59.17654412,C+,Pass,7,4
525,5.67,11.0392,4.38,4.74,3.63,9.38,9.08,32.0,79.89588235,A-,Distinction,2,0
526,8.33,8.2353,4.06,4.05,3.5,8.63,9.1,23.2,69.10879412,B,Distinction,3,0
527,5.5,6.7059,4.38,4.66,3.63,9.5,9.34,20.4,64.10388235,B-,Pass,5,4
528,8.5,7.2549,3.91,3.81,3.5,9.13,9.27,29.2,74.55781863,B+,Distinction,4,0
529,4.67,6.3137,4.69,4.82,3.5,9.3,9.21,26.8,69.29755882,B,Distinction,3,0
530,5.83,10.6471,4.69,4.51,3.75,9.53,9.39,30.8,79.14155882,A-,Distinction,2,0
531,8.0,6.9804,4.69,4.41,3.75,9.73,9.83,26.8,74.17755882,B+,Distinction,4,0
532,7.5,7.3333,4.38,4.7,3.63,9.38,9.08,34.8,80.78733333,A,Excellent,0,1
533,6.5,13.2745,4.06,4.49,3.63,8.13,8.77,33.6,82.44234314,A,Excellent,0,1
534,4.83,6.9216,4.69,4.87,3.5,8.75,8.08,23.4,65.04006863,B,Distinction,3,0
535,8.0,11.6275,4.06,4.49,3.63,8.13,8.77,33.2,81.89528431,A,Excellent,0,1
536,8.67,6.8627,4.38,4.66,3.63,8.75,8.82,25.2,70.95741176,B+,Distinction,4,0
537,4.67,9.7255,3.91,3.98,3.5,9.13,8.39,31.2,74.49407353,B+,Distinction,4,0
538,5.5,6.2941,4.06,4.24,3.63,9.13,8.52,33.0,74.36195098,B+,Distinction,4,0
539,8.0,10.6765,3.91,3.98,3.5,9.13,8.23,26.8,74.21438725,B+,Distinction,4,0
540,5.17,3.7843,3.91,3.88,3.5,9.43,9.23,20.4,59.28489706,C+,Pass,7,4
541,5.67,8.9412,3.91,4.7,3.63,8.95,8.57,30.0,74.3507598,B+,Distinction,4,0
542,4.5,6.549,3.91,4.62,3.63,9.35,9.08,22.4,64.03193627,B-,Pass,5,4
543,7.83,10.902,4.06,4.24,3.63,8.13,9.08,31.6,79.46912745,A-,Distinction,2,0
544,5.33,7.4118,3.91,4.7,3.63,9.35,8.65,31.2,74.17601471,B+,Distinction,4,0
545,3.67,7.2059,3.91,4.7,3.63,8.75,4.17,14.8,50.81546569,C,Pass,6,4
546,5.0,10.4706,4.06,4.34,3.63,9.13,9.12,28.4,74.14442157,B+,Distinction,4,0
547,6.0,9.8431,4.06,4.05,3.5,9.13,9.39,33.2,79.17030392,A-,Distinction,2,0
548,6.67,9.5098,4.69,4.82,3.5,8.75,8.43,24.2,70.56363725,B+,Distinction,4,0
549,7.0,8.6863,4.78,4.66,3.63,9.55,9.52,26.6,74.41427451,B+,Distinction,4,0
550,6.5,12.4902,4.69,4.87,3.5,8.75,9.01,34.0,83.79936275,A,Excellent,0,1
551,7.5,12.4706,4.38,4.54,3.63,9.38,9.08,34.8,85.76258824,A,Excellent,0,1
552,4.33,6.1373,4.69,4.41,3.75,9.13,8.64,23.2,64.2857549,B-,Pass,5,4
553,6.5,7.2941,4.69,4.37,3.75,8.13,8.39,17.2,60.31928431,B-,Pass,5,4
554,7.17,6.8431,4.06,4.05,3.5,9.13,8.85,25.6,69.19597059,B,Distinction,3,0
555,7.83,8.2353,4.38,4.5,3.63,9.38,9.08,22.4,69.41562745,B,Distinction,3,0
556,3.83,9.4118,4.38,3.75,3.63,9.85,5.58,33.2,73.62009804,B+,Distinction,4,0
557,6.5,11.549,4.38,4.74,3.63,9.38,9.08,30.4,79.63901961,A-,Distinction,2,0
